,index,Unnamed: 0,fd1,fd2,fd3,fd4,fd5,fd6,fd7
225,225,225,33878.18984508472,51249.30424508471,69957.90854508472,68979.91224508472,69100.96474508471,68449.99424508472,69427.75164508472
226,226,226,32276.310576163436,74938.52807616345,68157.16927616343,68280.71717616344,67632.34157616344,68612.00217616344,67488.23347616343
227,227,227,55154.47123613798,71184.52393613798,73158.78443613798,72506.96373613797,73483.88943613796,72356.24503613797,73352.70973613796
228,228,228,50641.39412291716,63768.91742291716,68866.41052291715,69688.61652291716,68875.46532291717,68597.69712291715,69054.53422291715
229,229,229,45916.44333293801,67451.40103293804,65013.03173293802,63887.545332938025,63688.45063293804,64457.99663293801,64066.386232938035
230,230,230,48046.08767141057,66686.78147141058,66662.63397141056,66462.91507141058,67231.86687141056,66933.70637141056,60177.57577141056
231,231,231,48613.48703584066,67216.90733584066,67259.16923584067,66312.19023584068,67082.79463584069,60056.01943584066,52167.608235840686
232,232,232,47976.433087828686,66730.98358782867,66641.79078782868,66641.55658782867,60901.56248782866,52753.65148782867,52179.607287828665
233,233,233,47493.699470563806,60847.11707056379,65916.37677056379,59613.423470563794,53928.877570563796,52517.545670563806,51312.44787056379
234,234,234,42412.22662515963,63526.116025159616,54931.33132515963,47664.96482515962,48976.94882515962,47813.91572515962,47709.197125159626
235,235,235,47262.4393329263,65876.1636329263,51893.5049329263,53780.70213292629,52590.4246329263,51389.7292329263,52123.59773292628
236,236,236,48088.96188582257,52925.88158582257,60160.30878582258,58522.53388582259,58076.18158582259,57362.13098582257,119400.99698582258
237,237,237,44394.68221586768,63136.71741586768,54688.54561586767,54091.55981586767,54565.21541586767,113919.7735158677,37253.02081586768
238,238,238,54315.112062498345,55057.166362498334,62399.26766249834,61530.48306249833,122898.99806249834,45621.71306249834,37356.241362498346
239,239,239,44543.30251941428,56098.766419414285,53082.69111941429,114565.96281941427,37150.55741941428,28871.59301941427,28041.184719414276
240,240,240,45502.05303563429,57219.14093563429,115862.67513563429,38863.3383356343,30428.9373356343,29598.755135634303,30856.621135634297
241,241,241,46578.858201255935,103334.40550125594,40826.66250125594,32393.133601255948,31562.78910125594,32586.070401255944,31930.441401255943
242,242,242,93008.70537771538,28466.080577715387,20012.204677715374,19179.993477715383,20201.374077715387,19543.739477715382,19938.764977715386
243,243,243,20228.157753145424,21893.38275314543,21062.545653145426,22085.399553145427,22393.26125314542,21464.056353145425,21225.35215314543
244,244,244,18467.002502338422,19825.204102338423,20848.415002338428,21156.55690233843,20227.707502338424,20343.59520233843,21098.370802338424
245,245,245,19395.138389093903,35619.1253890939,24015.256489093896,22930.908589093902,23006.388789093893,24123.389489093897,23945.4584890939
246,246,246,31418.452051806264,28041.039451806268,33941.29945180626,33703.774051806264,34898.87955180627,35032.926851806274,34243.97305180627
247,247,247,27860.417795810456,29877.76469581046,28816.02729581046,30323.701495810456,29102.72489581046,29872.95629581045,29150.327395810455
248,248,248,25617.06716362147,19656.696263621474,26906.617863621475,27900.898363621483,28984.10916362147,27870.846163621478,28753.490863621468
249,249,249,18001.45877539512,21630.72897539512,21449.702175395112,21049.665575395105,20195.618875395114,21205.45977539511,20543.02077539511
250,250,250,19809.8071987664,20891.760098766405,22369.719998766406,22782.9462987664,23587.784898766404,22550.5994987664,22306.494998766415
251,251,251,17685.16530147451,21166.984901474512,20205.53050147451,21322.76170147452,21106.813101474516,21383.658001474512,20235.830401474523
252,252,252,18326.164694574254,25815.628594574257,21683.50029457426,21467.717894574263,21096.149394574255,20273.029894574254,22181.721394574255
253,253,253,23400.272961831855,20197.751561831858,20903.50526183186,26784.708461831862,25792.472061831853,27737.393861831864,26682.24116183186
254,254,254,19213.036345497443,23478.406145497458,21469.219945497447,20316.80474549746,21671.420545497458,21376.622945497453,20899.71284549746
255,255,255,22856.690243637757,26599.28924363776,29771.226643637754,31133.755043637764,32307.482443637753,31999.13304363776,31691.662143637746
256,256,256,25750.644006274422,23445.484106274424,27871.20910627443,29345.826106274428,28913.17570627443,29728.059706274435,33291.137006274424
257,257,257,21382.694380811663,39474.778380811666,26445.444180811653,26402.694780811653,26621.640280811655,32013.972280811664,39410.793880811645
258,258,258,36679.439825889625,46577.29132588963,40360.18852588962,40242.340225889624,45208.19742588962,58019.180825889634,58026.55342588964
259,259,259,51793.08748817003,79987.60768817003,55007.775488170024,58710.84278817002,71539.60958817003,71597.84288817002,71429.94198817002
260,260,260,79255.27141556959,86104.02731556958,85969.05551556958,97824.24391556959,97719.62851556958,97820.0400155696,97238.5750155696
261,261,261,83581.93553282165,72278.06153282164,100762.38353282165,100705.67363282164,100168.15053282164,100547.29233282166,100511.80043282163
262,262,262,69479.9767618845,73924.14836188451,82596.80036188448,81708.9936618845,82127.92976188449,83635.62996188451,81975.3209618845
263,263,263,69538.91152792325,68427.72802792327,70450.62092792327,70636.12652792325,71604.64612792325,71329.34102792325,70074.80762792326
264,264,264,64729.95311652463,58407.76301652462,66194.75981652462,66399.12151652462,66402.99571652462,66285.75591652463,66673.04721652462
265,265,265,55291.13566641824,64322.472366418224,57880.69306641823,57883.866366418224,57766.58406641823,56812.05556641825,58036.92536641823
266,266,266,60163.13917017059,53321.737970170594,62573.93437017058,62456.96317017058,62610.4904701706,61958.6486701706,61174.053770170576
267,267,267,50633.25942100899,47504.063021009,52706.60382100899,53094.641321008996,51711.261221009016,52573.21472100899,58099.441021009
268,268,268,44942.396845084484,53293.30364508447,47397.73474508448,46354.73774508448,45726.26454508449,52204.76784508448,68456.91504508449
269,269,269,51755.62911298062,41186.44171298061,53313.82711298062,52450.85891298062,59143.47451298061,75278.96661298061,74214.53351298062
270,270,270,39985.1877080259,50551.78680802591,40281.927808025896,46972.414308025895,63400.0409080259,62054.607008025894,62588.9307080259
271,271,271,49412.61003427373,52292.28313427375,57442.84143427375,73840.47743427375,72495.69193427375,73394.97063427375,73663.55863427374
272,272,272,48174.7207568725,62043.141556872506,73452.2438568725,73584.6500568725,72753.01375687249,74316.41065687251,74341.40045687249
273,273,273,60136.17893332163,75376.62993332163,78945.92803332164,80013.90963332164,79646.93073332166,79372.05853332164,80421.85743332164
274,274,274,73065.7805752926,85199.44447529259,78934.3955752926,78389.45607529259,78080.67097529261,78277.8172752926,79124.84557529261
275,275,275,83691.19405597406,92772.50305597407,89143.80655597405,92425.91405597406,92578.04545597405,92114.04025597406,93075.25305597407
276,276,276,92233.56663938383,114110.97873938382,97846.90873938384,95754.14633938383,96334.23553938382,96668.51973938382,95968.54223938384
277,277,277,115389.99438730525,124069.96268730523,118570.62658730525,117950.92988730525,117512.15478730525,116907.71268730523,115730.22638730524
278,278,278,122791.08005079563,112740.36525079561,122548.40095079562,122099.71215079562,122602.82205079563,120489.23655079561,114053.20545079562
279,279,279,109226.13586924475,100645.63806924474,109843.90996924473,111410.73746924475,110773.36486924475,104009.12166924475,99076.60426924474
280,280,280,97374.01196494949,108864.74826494948,101513.6095649495,99203.80276494948,91518.8002649495,87657.1696649495,87827.24286494948
281,281,281,106201.98091253004,100800.39791253002,109285.83551253003,102627.35011253002,98846.53921253004,98302.25861253004,98107.36821253004
282,282,282,96452.25151464345,92001.69741464344,89547.60851464343,85558.52781464344,85315.82491464344,85309.12131464346,85302.41051464346
283,283,283,88551.80340139051,80472.30760139051,79777.3039013905,78835.6867013905,78672.62210139049,78666.3956013905,78660.1621013905
284,284,284,77820.8213721941,75221.5283721941,74981.2931721941,74162.64707219409,74030.76327219408,74024.4953721941,74018.22067219409
285,285,285,72993.09557323322,68743.9070732332,73009.92647323322,72485.62497323322,72413.98147323322,72407.45467323322,72400.92087323322
286,286,286,66883.69002875427,74393.01512875425,67277.83762875426,67508.64702875426,67239.87452875427,66630.65192875426,67052.84762875424
287,287,287,71350.6843034743,59526.72790347431,73462.87270347429,72687.67280347431,73027.26400347431,72492.0997034743,72664.2760034743
288,288,288,57644.35025285432,62146.529952854326,59119.67565285432,58754.583652854315,59108.906552854314,59727.41685285431,57972.46085285433
289,289,289,59540.16442719278,60202.384327192776,60510.64842719278,60857.240327192776,60077.28612719277,60303.15132719277,59705.53112719279
290,290,290,57775.00016973101,63715.44936973101,59899.43366973099,58352.439069731015,60112.56086973101,59115.99656973101,59146.87416973099
291,291,291,60774.25521245161,54980.97731245162,62357.03121245162,63033.87441245162,61654.329712451625,61885.12311245162,63612.67331245162
292,292,292,51787.001847254665,54314.21804725466,54137.07174725467,52559.303947254666,52485.30014725466,52705.89954725467,53913.141947254684
293,293,293,50445.892307257396,51188.514207257394,52779.54030725741,52527.013207257405,52838.066107257415,54135.557507257385,52522.68010725739
294,294,294,48984.96774325735,61596.43314325737,49275.75094325736,49909.020743257366,49936.46754325734,49948.93604325736,49042.815243257355
295,295,295,57853.97657597897,57764.22277597897,60084.78907597897,60615.791775978956,59619.56907597897,60900.566875978955,59290.68117597897
296,296,296,53067.934511402214,43895.93701140222,56048.015411402215,55051.68151140222,56332.11701140221,54723.063811402215,54260.53081140222
297,297,297,40017.29978448441,40862.5967844844,41476.55358448441,43170.22898448439,41470.435384484386,40621.92848448441,43449.094284484396
298,298,298,38205.623446251775,43285.67874625178,40019.75964625178,39607.35674625177,38498.43854625178,40295.61214625179,37301.10414625176
299,299,299,40997.29376531407,46059.594765314076,43674.22386531407,47802.05336531406,50473.80176531407,47115.081865314074,41739.94456531407
300,300,300,43801.37611689039,47787.118316890366,49689.633616890365,55203.05311689038,51898.15151689037,46543.82291689036,65905.03661689039
301,301,301,46312.080253339984,55696.80825333999,58770.18785334,56419.69515334,51453.37915333998,69743.81865333999,69736.73395333998
302,302,302,60190.823184497975,71254.63208449798,66862.96628449796,61205.626084497984,78570.09088449797,78579.11568449799,77556.37058449798
303,303,303,77984.1463537407,80952.31275374071,72803.35935374071,90459.3080537407,89349.6224537407,89144.0104537407,88676.3473537407
304,304,304,80391.00926206382,84928.60706206383,94270.20046206382,91087.73416206382,89593.11306206383,89918.51366206382,89901.45486206382
305,305,305,78194.75422594511,79912.86802594514,93931.69192594512,91360.38892594514,91267.22882594513,91380.29172594512,93149.11102594512
306,306,306,73451.89784272411,84946.93234272412,69589.56514272411,67980.46844272412,68136.29154272412,70462.5754427241,77558.88334272412
307,307,307,82048.53223393872,81890.31053393873,80241.28883393874,79700.41283393872,81495.90233393872,88912.63173393873,88904.54223393873
308,308,308,76245.00723688515,71521.51893688516,76666.83783688514,79370.04303688514,87236.39783688514,86502.29323688515,86845.47643688515
309,309,309,66208.46433866667,70070.9893386667,70086.09243866667,77569.9605386667,77205.22023866669,76624.60283866667,77075.02073866667
310,310,310,67454.01957688824,65989.67287688825,79965.50247688824,79822.75007688825,79487.99397688822,79479.06207688822,79469.97847688824
311,311,311,58725.28118129255,73493.73548129256,69918.13558129256,69059.41688129256,69397.12688129256,69792.29708129255,69655.33758129255
312,312,312,62670.200757266764,62966.238757266765,73009.16175726677,73245.38535726677,73304.60865726678,72770.89125726676,72922.34555726677
313,313,313,48987.46214834333,70279.32494834333,59933.845048343326,59868.937748343335,59391.17274834332,59568.40884834333,59530.88744834333
314,314,314,55354.547636314164,55666.59733631417,66968.89873631416,66054.18273631418,66953.25133631418,66815.81663631416,65997.20333631417
315,315,315,40989.442661614536,60121.040261614544,51440.22996161453,52390.02666161454,51528.653861614555,51652.64696161455,51743.43086161453
316,316,316,44537.02104525134,43759.00104525132,55425.29914525134,55625.29984525134,56057.54304525134,54830.393845251325,55126.418345251324
317,317,317,29101.883889453078,52847.78408945308,41083.91698945308,41493.335189453064,39709.95258945308,40575.83578945309,40441.77158945307
318,318,318,36858.984944713724,32468.52404471372,48933.35164471374,48534.59314471374,48126.47994471372,49208.59314471374,48487.33924471373
319,319,319,18266.335620109865,32421.07532010987,29989.47152010986,29726.03852010987,30300.625220109854,30304.84962010986,30006.66722010987
320,320,320,18801.690164286265,34012.843764286285,30222.600464286283,30815.345764286292,31141.594564286293,30342.37516428629,30263.75256428629
321,321,321,21512.749488537636,33554.03248853763,33421.87168853765,34490.68578853764,34556.071388537646,34749.467988537624,35765.693688537634
322,322,322,23297.303390333138,44493.91819033312,36848.11669033312,36821.53769033312,37945.51259033312,37192.167890333134,37901.05749033313
323,323,323,30133.593926595087,29672.91302659508,43571.83502659507,43525.00352659507,43155.01742659509,43363.053426595085,43139.590826595086
324,324,324,18938.886774535174,36620.90937453517,30338.27777453515,31054.809374535165,31756.172874535172,31235.77537453515,30872.238674535154
325,325,325,24361.885199332697,36007.66789933271,36053.78389933272,40415.34529933272,40047.54779933271,40458.23349933271,40390.18599933272
326,326,326,22990.54143833401,31320.679238334007,40030.881938334,37568.23103833399,38136.36193833401,38137.07763833401,37715.28493833402
327,327,327,18244.206232286757,44456.52673228676,33422.050332286744,31831.37763228675,31822.383732286748,31813.23773228674,31808.773032286757
328,328,328,34043.946949385136,37640.55174938514,42990.168149385136,42027.79694938514,41883.49764938513,41953.22324938513,45256.96134938512
329,329,329,25291.16960530753,37952.60930530752,34179.92310530752,33424.39150530753,33320.620305307515,36746.64220530754,61885.130305307524
330,330,330,23389.080758795986,30499.676958795986,32921.221358796,32613.402058795997,36029.60965879599,61123.563858796,61084.649358795985
331,331,331,17355.44347241205,25769.81437241203,27546.84027241204,30843.815472412054,55978.11907241204,55939.31347241205,55899.468872412035
332,332,332,11358.99765212313,21345.763752123137,25826.22825212314,50654.617252123135,50548.55725212314,50508.58975212314,50467.64715212313
333,333,333,8114.356596873782,21192.438996873767,47966.725096873764,47596.8832968738,47520.152396873775,47479.25419687378,47437.44239687378
334,334,334,7318.038769790612,56009.6169697906,43995.95316979062,44057.39356979061,43765.9863697906,43111.8939697906,43488.4802697906
335,335,335,41946.351201882324,52248.54970188232,54388.984001882345,53982.128201882355,53371.215401882335,53793.663101882325,54152.08420188233
336,336,336,39384.73354966985,43758.94324966986,50929.68754966985,51216.292849669844,50676.117449669866,51094.198749669886,51162.016749669856
337,337,337,28997.976047531993,38417.857247531996,40840.65844753198,40959.64924753198,40278.642947532004,40142.93434753199,40749.775847532
338,338,338,23140.893114158185,36588.216614158184,35194.243614158186,35633.672314158175,35566.30501415819,35115.77161415818,40685.01351415817
339,339,339,23763.260305032745,35627.67730503273,36025.548105032736,36181.41440503273,35331.75860503275,40357.20940503274,63113.46080503272
340,340,340,22319.393538808858,38276.77043880886,35484.13053880885,34554.15893880889,40241.46163880886,63022.654938808846,63650.19283880887
341,341,341,26546.020141905785,44969.80084190579,38474.70144190578,43985.80514190576,67751.40804190579,67793.5669419058,68934.5681419058
342,342,342,32178.499549122324,32931.819849122345,49038.01054912235,72796.93244912234,74306.10734912235,73686.38814912233,74629.13354912234
343,343,343,21216.83069310247,41292.76199310247,61891.79569310247,63599.48739310246,64568.90499310248,63604.784193102474,63312.78569310249
344,344,344,28069.477330318856,61095.74583031886,65062.55623031885,65633.07763031885,65143.21273031886,63583.435030318855,65397.09613031885
345,345,345,39517.98725336138,59013.892353361385,62737.1242533614,62274.050653361395,61049.49485336139,62360.58835336138,62070.61535336138
346,346,346,37119.39515412669,57666.14085412669,58284.68325412669,57888.52365412668,58782.32345412669,59096.89465412669,57507.93815412669
347,347,347,37821.55534428687,64031.970244286844,58147.79794428687,64336.10064428687,65825.92154428686,65085.289944286866,64628.36904428687
348,348,348,43130.507563895226,71302.53076389522,70113.21916389524,72460.21746389524,72194.24066389524,71503.73826389524,71843.96796389524
349,349,349,51395.405939187505,76365.8132391875,82238.85893918748,79710.7943391875,80271.58013918748,80753.4628391875,81300.40363918748
350,350,350,56115.06793918749,79834.6956391875,78044.87053918751,76800.21623918749,77369.16723918749,78014.7907391875,78681.5009391875
351,351,351,60433.858539187495,76361.1600391875,77961.32783918749,77691.3685391875,78035.96013918749,78791.8537391875,78011.13643918751
352,352,352,54449.6686391875,71176.6539391875,73853.18323918749,73513.0302391875,73096.2660391875,72426.1369391875,71763.1522391875
353,353,353,49494.3825391875,68811.72663918749,69742.0204391875,68590.90073918749,67860.9903391875,66443.6596391875,66491.7251391875
354,354,354,46756.59413918751,67296.48153918749,66439.10093918751,64480.3182391875,63536.31193918749,63831.14253918751,64187.76223918749
355,355,355,45326.1104391875,63517.55263918752,63632.85823918751,62498.0909391875,61961.12983918749,62526.789939187496,62861.37373918749
356,356,356,41576.5314391875,60463.62123918749,59826.8176391875,59070.1680391875,59609.867739187495,59942.722539187496,60167.74933918749
357,357,357,38898.8262391875,59443.20523918749,58372.21233918751,58747.0908391875,59032.8899391875,58943.69543918749,58597.14993918751
358,358,358,37131.867539187486,51437.93133918749,58057.4848391875,58355.2746391875,58003.55303918751,57359.02923918751,57745.02243918751
359,359,359,30567.474539187504,57482.7318391875,52423.79083918751,51650.301739187504,51923.9915391875,52035.45253918751,48979.94293918749
360,360,360,35144.86523918749,59891.487839187495,55829.22063918752,56116.95323918751,55538.9866391875,53623.27323918749,50252.3433391875
361,361,361,39233.39993918751,60493.6668391875,59976.291539187485,59454.896539187495,57563.18483918751,54141.16843918749,63417.926939187484
362,362,362,40473.24133918749,70181.8439391875,61450.38153918751,59468.00423918749,56041.49573918749,65299.23083918751,65581.72793918749
363,363,363,49392.3990391875,63406.55743918751,68062.4590391875,66316.6797391875,76157.69953918751,76452.91653918748,75858.8048391875
364,364,364,43450.5577391875,67095.9150391875,60862.39393918749,72174.5081391875,72460.0914391875,71868.40783918751,69382.5307391875
